"condition","product_choice","bi_women","price_fairness","similarity","cost_women","cost_men","age","income","mc_justification","feedback"
"3A","1",3,4.625,5,0.5,0.5,53,8000,"Women's shampoo was 13.99, the men's was 9.99, the women's bottle had a design by artist, both were good for all hair types.  I'm guessing that the fragrance would be different.  Overall, women's products are always more expensive","this wasn't surprising.  All things related to women are more expensive, hair, skin and clothing"
"3A","1",2,5,5,8,5,26,12000,"The women shampoo is used to cleanse and revitalize the hair and sells at a higher price. it also has artist designs.
The male Shampoo is used to cleanse and reinvigorate the hair and is sold at a lower price than the female shampoo.
",NA
"3A","3",0,1,7,2,2,61,2000,"The only difference was revitalize and invigorate.",NA
"3A","2",0,1.125,7,3,2.5,29,124000,"The women's shampoo was described as ""specially formulated to cleanse and revitalize all hair types."" And I was told it was inspired by high-fashion designer trends, with limited-edition packaging designed by renowned artists.

The men's shampoo was described as ""designed to cleanse and invigorate all types of hair.""",NA
"3A","1",2,6,4,7,4,41,6500,"The first product was specifically made for revitalizing hair. The second product was artist-inspired.",NA
"3A","1",6,2.125,2,3,2,59,15000,"The women's shampoo is specially formulated to cleanse and revitalize all hair types, while the men's shampoo has been designed to cleanse and invigorate all types of hair. The women's shampoo was inspired by high fashion designer trends.",NA
"3A","1",6,7,4,6,5,62,2600,"Women’s shampoo is priced higher due to quality and packaging.",NA
"3A","2",-3,2.5,7,3,3,34,3500,"They both cleanse and revitalize the hair.","None"
"3A","3",1,3.5,6,2.5,2.5,63,63500,"I remember they had the same description but the women's was priced at $13.99 and the men's at $9.99",NA
"3A","2",-3,2.125,7,3.1,3,49,2000,"The women's shampoo was for all hair types. The women's packaging was done by renowned artists, whereas the men's shampoo had plain packaging.",NA
"3A","1",3,3.25,5,5,5,36,5000,"Both shampoos revitalized hair, had the same product description but the women's shampoo has a higher price. The only difference is that the women's shampoo has different packaging because it is working with specific artists.",NA
"3A","1",4,2.125,3,3,2,48,250000,"womens shampoo was priced at 13.99 and explained that it will cleanse and invigorate your hair. The mens shampoo was priced at 9.99 and claimed to cleanse the hair.","Thank you for the opportunity"
"3A","2",-6,1,7,2,2,60,1000,"The salesperson was more focused on packaging for the womens shampoo and used it as justification for it being so much more expensive. They said the exact same thing about what it does for hair.",NA
"3A","1",1,4.875,3,4,3,46,4500,NA,NA
"3A","2",-4,1.75,7,1,1,46,11700,"The ingredients were specially formulated",NA
"3A","2",-3,5,4,8.99,3.99,70,47865,"The women's shampoo had various designs by recognized artists the men's shampoo was rather ordinary","From various studies I have read women's bath products are made differently than men's due to bodily differences"
"3A","2",-3,1,6,3,2,61,2000,"There was a woman's shampoo with artists doing the labeling and it was more expensive which was 13.99 and there was a man's shampoo that was only 9.99 without the frills.",NA
"3A","2",-3,4.125,7,0.75,0.5,42,3100,"Both were 25 oz and were for all types of hair. The women's product was more expensive (probably) due to designer packaging at $13.99, while the men's product was only $9.99.",NA
"3A","2",-2,1.75,5,4,4,35,5500,"Both products touted helping to invigorate hair and support different hair types.",NA
"3A","3",-2,1.875,3,3,3,66,15000,"The men's shampoo was for all hair types. The women's shampoo was trying to justify their high price due to special art on the packaging. What is someone going to do with the packaging? Save it?","none"
"3A","1",0,4,6,13,9.99,64,8000,"Shampoo","This studies is very educative"
"3A","3",1,1.75,6,5,5,24,5500,"rejuvinettte,, and clean scalp",NA
"3A","2",-3,2.875,6,7,6,66,3000,"The women's shampoo was in a designer box with renderings by a famous artist. Other than that they were the same.",NA
"3A","2",-4,2.5,7,1,1,50,4000,"The shampoos had the same copy. The women's was a much higher price due to package design.",NA
"3A","1",4,2.875,3,1,0.5,45,2500,"The women's shampoo was for all hair types.","none"
"3A","3",0,1.875,3,2,1,41,50000,"Womens shampoo, 25oz, 12.99",NA
"3A","3",-2,3.75,5,2,2,34,5e+05,"Both shampoos support all kinds of hair, the women's shampoo was more expensive and featured artistic designs not found on the men's",NA
"3A","2",-2,2.125,5,6,6,38,10000,"Invigorating and vitalizing",NA
"3A","2",-2,1,7,2,2,38,5000,"The only difference was price and the use of the word ""revitalize"" vs ""invigorate""",NA
"3A","3",0,2,7,2,2,36,10,"the women's shampoo said it would revitalize your hair.",NA
"3A","3",0,1,4,1,1,65,4000,"The women's shampoo cost $4 more than the men's shampoo. The women's had artistic label while the men's did not.",NA
"3A","2",-3,2.125,6,2,2,33,1,"both are for all hair types but the women's product has special packaging",NA
"3A","2",-1,4.75,6,6,5,25,1,"The womens shampoo was $13.99 formulated to cleanse and for all hair types, mens shampoo was $9.99 formulated to cleanse and for all hair types as well. Sales associate stated that the womens shampoo was designed to be really good quality with limited edition packaging.",NA
"3A","2",-4,1.125,7,4.5,3,67,12000,"Women’s shampoo (25 Fluid Ounce): $13.99  promises to cleanse and revitalize all hair types, plus it’s got fancy designer vibes and artsy packaging that basically screams, “I’m too stylish for this aisle.”

Men’s shampoo (25 Fluid Ounce): $9.99 gets the job done by cleansing and invigorating your hair, no frills, no fuss, just straight-up shampoo for people who like their hair care like their coffee: strong and simple.","The study went smoothly"
"3A","1",0,4.5,4,7,4,53,3500,"Revitalizing clean",NA
"3A","2",1,1.25,7,10,10,78,2300,"I read that the men's and women's shampoos are alike and suitable for any hair type. So why pay more for the women's?","Why pay more for almost the same product?"
"3A","1",4,3.875,3,2,2,53,5000,"it was designed by an artist",NA
"3A","1",3,2.75,6,5,5,62,5000,"womans shampoo formulated to revitalize all hair types. 13.99
Mens shampoo cleans all types of hair  9.99",NA
"3A","1",6,4.625,5,5,5,58,39999,"The womens was 13.99 and was made for all types of hair. The mens was 9.99 and for all types of hair. They were both the same fluid oz of 35.",NA
"3A","1",5,5.875,6,4,2,72,30000,"They both said the exact same thing as far as how good they were at being shampoos, but the women's shampoo said the packaging was artistically designed and the packaging was special.","It was interesting."
"3A","2",-6,3,7,2,2,40,3200,"This shampoo will cleanse and revitalize",NA
"3A","3",0,4.375,6,2.29,2.29,73,3500,"both women's and men's shampoo made with high end products and has great cleansing ytraits",NA
"3A","3",2,2,5,2,2,31,4000,"the women's shampoo costs 13.99 and men's shampoo costs 9.99; women's shampoo has special packaging",NA
"3A","1",6,4.125,3,6,4,43,200,"Both of the descriptions said they cleanse all hair types. The men's shampoo invigorates hair.",NA
"3A","2",-3,2.875,7,5,5,74,6000,"formulated to cleanse and revitalize all hair types. the packaging for the woman's is more artistic and some are limited editions. Men's shampoo does feature special packaging.",NA
"3A","1",2,5.25,2,8.99,7.99,42,2000,"Its a shampoo that vitalizes your hair.",NA
"3A","2",-3,2.5,7,1.99,1.99,56,12000,"clean and invigorating for all hair types",NA
"3A","1",4,6,2,2,1,42,50000,"i cant remember to much just the women was a higher price which is not uncommon",NA
"3A","1",5,3.875,4,4,2,26,30000,"Smooth your hair and contains oils that are good for your hair",NA
"3A","2",-1,1.5,5,2,2,20,2000,"I remember they both basically said they revitalized and invigorated your hair. And the woman's had better packaging than the men shampoo.",NA
"3A","1",1,5.5,3,10,6,30,3200,"Revitalizes hair",NA
"3A","3",3,4,6,2,1,75,3000,"The women's shampoo had an artistic design, which I assume was ascribed some value. The men's shampoo was described as invigorating vs. the women's as something in the realm of restorative.","I understand why you ask the income question but prefer choices versus fill-in"
"3A","1",4,4,2,6,6,36,5500,"I had the choice of a women's shampoo which was $12.99 or a mens' shampoo which was $9.99",NA
"3A","2",-3,1,4,2.99,2.99,30,4200,"they both said for all hair types",NA
"3A","1",4,6.875,2,2,2,43,10000,"Women’s shampoo was 13.99, and had artistic designs on the bottle. The men’s shampoo was 9.99, suitable for all hair types, and did not include artistic designs on the bottle.","None"
"3A","1",3,6,4,6,3,35,3500,"Both of the shampoos were made for all types of hair. The women’s shampoo was a few dollars more expensive and has limited edition packaging. The packaging was created by well known artists. There were more options for women than there were for men.","None"
"3A","3",1,2.875,3,3,3,67,2500,"The women's shampoo was described as more artistic including the packaging. Whereas, the men's shampoo packaging was simple.",NA
"3A","2",-2,1.75,6,2,2,37,4000,"I can't remember exactly what the descriptions stated, but they both mentioned either ""clean"" or ""cleansing"" as well as ""invigorating"".","N/A"
"3A","2",-1,2.75,6,5,4,56,450,"The women's shampoo cleansed and revitalized all hair types. It's inspired by high fashion and has designer bottles. The men's shampoo cleansed and invigorated. It's in a plain bottle.",NA
"3A","2",-2,3.5,7,2,2,62,2000,"the women's shampoo has a fancier design on the bottle. the women's shampoo is more expensive.",NA
"3A","1",6,5.875,2,5,4,69,12000,"The women's shampoo was good for your hair and was more expensive by about 5 dollars over the men's shampoo.",NA
"3A","3",1,2.25,5,4,3,40,2500,"Both the women's and men's shampoos were 25 fl. oz. and were designed to cleanse and revitalize all hair types. The women's shampoo was $13.99, while the men's was $9.99. The bottles for the women's shampoo had fashionable designs.",NA
"3A","1",2,6,6,3.5,2.5,45,4166.67,"Men's shampoo 25 fluid ounce ;$9.99, this shampoo has been designed to cleanse and invigorate all type of hair while women's  shampoo 25 fluid ounce :13.99 this shampoo is specially formulated to cleanse and revitalize all hair types.
","no comment"
"3A","1",4,6.5,2,10,6,37,15000,"The women’s shampoo was described as being specially formulated to cleanse and revitalize all hair types. It costs $13.99 for a 25 fluid ounce bottle. I remember the sales agent mentioned it was inspired by high-fashion designer trends and featured limited-edition packaging designed by renowned artists. The men’s shampoo, which also comes in a 25 fluid ounce bottle, costs $9.99. It was described as being designed to cleanse and invigorate all types of hair. I also noticed that artistic or designer packaging seemed to be more common on women’s shampoo products than on men’s.",NA
"3A","2",-4,2.125,7,6,4,20,5000,"The women's shampoo featured limited-edition packaging and was inspired by a high-fashion designer. The men's shampoo can cleanse all types of hair","N/A"
"3A","1",3,6.5,3,6,4,57,13000,"25 fluid ounce women shampoo $13.99 specifically formulated to cleanse and revitalize all hair types
25 fluid ounce men shampoo $9.99 formulated to cleanse and invigorate all types of hairs","The study went well"
"3A","3",5,1.625,3,1,1,25,3000,"The women’s shampoo was 13.99 and the men’s was 9.99.",NA
"3A","3",1,1.75,6,2,2,66,5500,"The woman's shampoo was $13.99 and had art on the container.  The men's shampoo was $9.99.","I would guess the only difference between the men's and women's shampoos would be the scent."
"3A","3",-1,3.5,5,3,3,48,11000,"The women's shampoo had a fancy, limited edition packaging and was high quality. The men's shampoo was great quality but did not have the ""extras"" like fancy packaging.",NA
"3A","3",1,1,7,1,1,57,7000,"there was women's for 1399 and mens for 999 and they were both for all types of hair but the women's was with a designer bottle",NA
"3A","3",1,3,5,3,3,65,4000,"The women’s shampoo had designs from high fashion and luxury brands artists while the men’s shampoo was more basic.",NA
"3A","1",3,3,3,3.5,3.5,48,3300,"Women’s has artistic designs $13.39
Men’s invigorating $9.95",NA
"3A","3",0,4,1,1,1,62,700,"Overpriced shampoos.",NA
"3B","1",4,4.125,4,10,8,28,92000,"The price difference and the amount of ounce","I enjoyed participating in this study"
"3B","3",0,2.5,6,5,5,37,2000,"The women's shampoo was very feminine packaging and higher priced than the men's, but both describe as good for all hair types.",NA
"3B","1",3,1,4,3,3,24,7000,"invigorates all hair types",NA
"3B","3",1,2.125,5,5.99,4.99,45,74000,"Shampoo for all type of hair",NA
"3B","2",-6,1.25,6,2,2,44,400,"they cleansed and revitalized hair. The women's is in a pink floral bottle.",NA
"3B","2",-6,1,7,5.5,5,22,50000,"The two shampoos, one marketed to women and the other to men, are functionally identical, both formulated to cleanse and treat all hair types. Despite their nearly indistinguishable product descriptions, the women’s version costs $13.99 and is packaged in a pastel pink, floral-designed bottle, while the men’s version is priced lower at $9.99 with neutral packaging. This price discrepancy highlights the pink tax, where nearly identical products are priced higher when targeted at women, solely based on gendered aesthetics rather than differences in quality or function.","No comment"
"3B","1",4,1,5,4.1,4.1,54,6000,"they both cleanse and invigorate/revitalize the hair. The women's is in a pink and floral bottle.","no comments"
"3B","2",-6,1,7,2.5,2.5,52,2500,"The women's shampoo was about 13.99 while the men's was 9.99. They were both the same size (25 oz?) and both cleansed and invigorated all hair types. The woman's bottle had feminine colors (pink) in the design to appeal to women, while the men's bottle lacked these colors.",NA
"3B","1",-1,1.875,6,5,5,54,23000,"Both worked on all hair types","I put yearly income"
"3B","1",3,4.875,5,9,7,54,7465,"THE WOMAN SHAMPO WAS JUST EXCEPTIONAL AND GOOD TO BEHOLD","GREAT SURVEY."
"3B","1",1,5.875,6,8,5,71,4000,"i recall seeing two shampoos one is women shampoo amd the other is male shampoo, the women shampoo was $13 while the male was $9","none"
"3B","1",1,4.25,5,10,7,25,80000,"Buying. Shampoo from the Grocery store",NA
"3B","3",0,3,4,3,3,69,4500,"Womens product was pink and flowery and mens not really colored","We have too much stuff in our products that aren't necessary"
"3B","3",0,5.5,7,2,2,33,10000,"womens said something like specifically formulated",NA
"3B","2",-2,4,6,1399,999,51,70000,"The product is a shampoo with two products the women's and men's products. Both shampoos have 25 fluid ounce and both are formulated to cleanse but the women's product is more expensive than the men's product,","The study was good"
"3B","1",5,5.75,6,9,7,31,6500,"Women's shampoo was packaged in a floral pink aesthetic. Men's shampoo invigorates all kinds of hair",NA
"3B","3",0,1,5,2,2,52,6000,"I don't recall the details other than that the women's shampoo was more expensive and in a pink box.",NA
"3B","1",2,3,4,2,2,33,4500,"Women’s shampoo was specially formulated to cleanse all hair types. Men’s shampoo was formulated to invigorate all hair types.",NA
"3B","2",0,7,4,5,5,62,3500,"They both clean all types of hair. The women’s was more expensive and in feminine looking packaging.",NA
"3B","3",0,6,2,6.99,4.99,65,1615,"The women's shampoo was described as being in packaging that had pastel and floral patterns that appeal to women and that are very feminine and the price was 13.99 as I recall .In contrast the men's shampoo was somewhat basic and I think the price was 9.99 and I believe it said that that men's shampoo was supposed to ""invigorate"" and the women's shampoo, in contrast, was supposed to ""revitalize.""","I thought this was an interesting study. I think the price differential is justified because it costs the manufacturer more money for the packaging of the women's shampoo. And I think that probably the formulation is a bit different as women tend to have longer hair than men. I would not buy either shampoo because they are both out of my price range. I am on a very tight budget and I don't buy shampoo; I use castile soap instead. Thank you for the opportunity to participate; I greatly appreciate it!"
"3B","2",-4,5,6,2.5,2,49,3100,"Women’s shampoo (25 Fluid Ounce):
This shampoo is specially formulated to cleanse and revitalize all hair types. It comes in a pastel-pink-colored, floral-patterned bottle that appeals to a feminine aesthetic. Men’s shampoo (25 Fluid Ounce):
This shampoo has been designed to cleanse and invigorate all types of hair. The packaging is more neutral and does not feature pastel or pink colors.","it is a good study"
"3B","2",-6,1,6,5,5,23,2500,"i remember the women's shampoo  fit a feminine aesthetic while the mens wasn't as colorful",NA
"3B","3",-1,1.625,6,5,5,69,2500,"Cleanse and invigorating","Thank you"
"3B","2",-2,1,7,2,2,31,3200,"The shampoo is specially formulated to revitalize all hair types.",NA
"3B","2",-1,1,6,1,1,40,4000,"The women's and mens was 25oz, but the womens was more expensive.",NA
"3B","2",-4,2,7,2,2,36,250,"Both shampoos were marketed as shampoos that can invigorate, cleanse, and revitalize all hair types.",NA
"3B","1",3,3.125,3,3,3,47,3600,"Mens shampoo was invigorating","n/a"
"3B","1",1,1.75,3,5,5,38,2912,"The women's was pink and none of the men's were",NA
"3B","3",0,4.75,4,1.25,1.25,41,35000,"the women's supposedly revitalized the hair and the men's supposedly invigorated the hair.","I have no comments."
"3B","1",6,4.125,3,5,5,49,5500,"The women's shampoo has pink colors and a floral design",NA
"3B","1",5,2.25,6,8,6,49,3000,"Woman’s shampoo and men’s shampoo.  Both were  25 oz.  They both had pastel pink colors on the package.",NA
"3B","1",3,3,5,2.99,2.99,43,100,"this shampoo is meant to revitalize and cleanse all types of hair","no feedback"
"3B","3",0,1,7,1,1,52,2500,"The descriptions used slightly different language but were similar in meaning. The packaging was different.",NA
"3B","1",1,2.125,6,3,3,44,8000,"revitalize your hair",NA
"3B","2",-2,2.5,6,1.5,1,54,3600,"Shampoo is for all hair types and cleans hair very well","No comments"
"3B","1",6,7,7,5,2,37,20000,"I remember the women's shampoo being being pastel colors and the mens shampoo not really being in the description. 13.99 for the women's shampoo and 9.99 for the mens shampoo",NA
"3B","2",-2,4.25,5,3,2.5,54,85000,"Women's shampoo

Volume: 25 Fluid Ounce

Price: $13.99

Product Description: ""This shampoo is specially formulated to cleanse and revitalize all hair types.""

Packaging: Specifically packaged in a pastel-pink-colored and floral-patterned bottle that appeals to a feminine aesthetic. All shampoo packages with pastel or pink colors were for women’s shampoo.

Men's shampoo

Volume: 25 Fluid Ounce

Price: $9.99

Product Description: ""This shampoo has been designed to cleanse and invigorate all types of hair.""","Great study"
"3B","2",-4,2,7,1,1,45,5000,"They invigorate and restore the hair.","none"
"3B","2",-1,5.375,2,3.5,3.5,31,80000,"Women’s shampoo (25 Fluid Ounce): $13.99 – This shampoo is specially formulated to cleanse and revitalize all hair types. It comes in a pastel-pink floral-patterned bottle designed to appeal to a feminine aesthetic.

Men’s shampoo (25 Fluid Ounce): $9.99 – This shampoo is designed to cleanse and invigorate all types of hair. The packaging does not feature pastel or pink colors.","The study was good"
"3B","1",3,2.375,7,3,3,35,2450,"Both were made for all hair types - the womens shampoo was packaged in pink floral packaging",NA
"3B","3",0,1.75,6,1,1,23,42000,"The women's shampoo was made to repair hair that is weak.
",NA
"3B","1",2,2.875,6,2,2,63,15000,"The women's shampoo had pastel pink colored floral pattern, while the men's shampoo barely had any of those colors.","Good study!"
"3B","1",5,6.25,4,8,5,27,4,"The shampoo is specially designed to cleanse and revitalize all hair types",NA
"3B","3",1,1,5,3,3,42,4200,"The women's bottle had pink and pastels on it and offered revitalizing shampoo. The men's bottle did not have similar colors, but was an invigorating shampoo.",NA
"3B","2",-6,1,7,2.5,1.5,32,124500,"Women's shampoo: Formulated to cleanse and revitalize all hair types. Features designer, limited-edition, pastel-pink, floral packaging.

Men's shampoo: Designed to cleanse and invigorate all types of hair. Plain packaging, not typically artistic or colored.",NA
"3B","2",-2,2,7,3,3,30,4000,"The shampoo was designed to invigorate all hair types.",NA
"3B","1",4,2.875,4,5,5,60,4600,"Womens shampoo bottle was in pink bottle with flowers.","na"
"3B","2",-6,2,5,3.99,3.99,48,3000,"womans shampoo for all hair types 13.99 while mens shampoo for all hair types 9.99",NA
"3B","2",-5,5.25,6,5,5,63,2300,"Shampoo that cleansens and revitalizes.","Thank you for providing an interesting study. I hope that you will the results helpful in your studies."
"3B","1",2,4.375,5,2,1,46,6000,"Mens $9.99 invigorating
Women's $13.99 revitalizing",NA
"3B","3",0,1.125,5,3,3,38,4400,"both read that they cleanse all types of hair",NA
"3B","1",5,6,2,1,0.5,55,1000,"the womans shampoo was $12.99 and in a pink pretty bottle and the mens was $9.99","Thank you"
"3B","3",0,1.375,7,2,2,52,49000,"that the men's and women's shampoo were 25 oz and women's cost 12.99 and the mens was 9.99","none thank you"
"3B","1",2,2.625,6,5,5,40,3000,"women shampoo price are much higher than men shampoo, just the outlooks are different, they have similar functions.",NA
"3B","2",-5,1.375,6,1,1,62,32000,"both shampoos were for all hair types. The woman shampoo was priced higher and the main difference was it came in a pretty pink bottle and men's did not.","Probably the only difference in the shampoos would be the scent!"
"3B","2",-2,3,5,3.99,1.99,30,5000,"Cleanse rejuvenate",NA
"3B","2",-5,1.125,7,1.5,1.5,68,2200,"They were both for cleansing and revitalizing all types of hair.",NA
"3B","2",-2,4.25,6,1.5,1.5,64,1750,"Oh gosh, I did not register that in my brain! :-) I'll take a stab at it . . . women's shampoo = cleanse and revitalize; men's shampoo = cleanse and invigorate.","No feedback, but thank you for asking. Have a terrific day! :-)"
"3B","1",3,2,4,2,2,32,500,"The womens shampoo was more expensive and basically had the same description as the men's shampoo but slightly different words. Some justify the price because of the packaging of pink with flowers.",NA
"3B","1",0,1.75,6,2.99,1.99,30,1500,"the mens was made for all types of hair and the womens was for some type of hair",NA
"3B","2",-5,1,7,2.99,2.99,37,3000,"both clean the hair but the womens is pink and floral",NA
"3B","3",1,1.5,5,2,2,29,4500,"It stated that the women’s shampoo, cleanses and revitalizes all hair types. And the men’s shampoo cleanses all hair types.",NA
"3B","2",-3,1,7,9.99,9.99,52,4100,"They were shampoos formulated for all hair types. The women's shampoo was $13.99 and the men's shampoo was $9.99.",NA
"3B","1",3,2,3,1.5,1.5,28,6000,"Women's shampoo was 4 dollars more expensive than men's shampoo and featured pastel colors and floral patterns. Men's shampoo this not feature this aesthetic.",NA
"3B","2",-1,1,6,4.99,4.99,40,4333.33,"The men’s shampoo was 9.99 and the women’s shampoo was $12.99. It had similar descriptions as far as the benefits for hair, to cleanse, revitalize, etc. The only difference was the packaging because the women’s shampoo had a pastel color to appeal to female shoppers.",NA
"3B","2",-4,1,6,5,5,53,5600,"They were both for all hair types as I recall. The women's shampoo was said to have a pink bottle and be aesthetically feminine.",NA
"3B","1",2,1.375,5,1.2,1.2,50,4200,"women's shampoo was packaged in a pastel colored bottle and claimed it will invigorate hair. The cost was 13.99. Shampoo for men claimed it will invigorate all types of hair and it was priced lower, at 9.99.",NA
"3B","3",1,3.875,7,1,1,42,8000,"They're both supposed to clean and invigorate all hair types.","The numbers on each question did not indicate whether 1 or 7 meant that you agreed or disagreed so I based my answers off of 1 meaning strongly agree."
"3B","1",4,3.5,3,7,5,78,4400,"The women's shampoo was $13.99 and the men's was $9.99.  They had the same amount of shampoo (over 20 ounces, can't recall exact amount).  The clerk said the women's was specially packaged in pink/floral, but the men's was not.","Women always pay more than men when it comes to beauty products.  Not very fair, but if I can live with the quality being good, I'm going to pay the price."
"3B","1",1,5.75,4,5,4,46,60000,"women's and mens shampoo","none"
"3B","1",1,1,5,5,5,28,50000,"they had the same description about being for all hair types. the women's was 13.99 and men's was 8.99 ( I think?)","i think i may have put yearly income on that last question, I'm blanking on if it said monthly or yearly income. 
monthly - $4100
yearly - $50000"
"3B","2",-6,1,6,1,1,38,700,"both are formulated for all hair types, the women's comes in floral and pastel colored packaging.",NA
"3B","3",0,3,5,3,3,32,5000,"Women's shampoo was in a pink bottle.",NA
"3B","2",-2,3.125,6,5,5,74,35000,"Te women's shampoo bottle is pink with a design on it and it costs more and it is good for all hair types. The shampoo for men was in a plain bottle , cost less and also is good for all hair types.","I think the women's shampoo you are paying for the fancy bottle it comes in."
"3B","1",2,3.5,6,3,2,31,2500,"The womens shampoo was designed to cleanse all hair types. The mens shampoo was also designed to cleanse all hair types but was a lower price. The womens bottles had a feminine aesthetic and the mens bottles did not feature that","None"
"3B","2",-2,1,7,1.99,1.99,45,1500,"it cleans and envigorates all types of hair",NA
"3B","2",-2,5.375,4,6,5,20,1000,"The women’s shampoo comes in a pastel pink packaging in order to appear feminine. It smells like roses  and costs $13.99. The men’s shampoo costs $9.99.",NA
"3B","2",2,1,7,3,3,67,5000,"The women's shampoo was 13.99 and had a pastel pink and floral container designed to appeal to women while the men's shampoo was only 9.99 and didn't have those colors.  They were both the same size, 25 ounces.","It's the pink tax! My female friends and I have had discussions about how products for women are repackaged in ways designed to appeal to women and then priced higher while remaining exactly the same as the men's product."
"3B","1",3,1,7,4,4,73,2700,"the womens shampoo came in colors like pink and pastels that appeal to women and priced higher, and the mens shampoo came in hardly any colors and was priced lower",NA
"3B","1",4,4,4,5,5,42,85300,"The women’s shampoo said something about revitalizing women’s hair and the men’s shampoo just said for all hair types","The scales were confusing as there was no labels listed for the numbers. For example, if one was strongly disagree and seven was strongly agree or whatever so it was hard to understand what I was choosing."
"3B","3",1,1,6,3,3,35,92000,"Revitalizing for all hair types.",NA
"3B","2",0,2,6,2,2,33,900,"mens shampoo and womens shampoo",NA
"3B","2",-4,1,6,5,4,53,1000,"From what I remember the womens shampoo said cleanses hair all types and mens shampoo said all types. The womans said something else but I cant remember it.",NA
"3B","3",1,2.875,7,1.5,1.5,30,5000,"They both served the same hair types (allegedly), but the woman's product was packaged in pink and purple girly colors, and the men's packaging was not.",NA
"3B","1",1,2,5,4,4,45,5000,"The descriptions were similar, except the woman's was defined as revitalizing, and the men's as invigorating.",NA
"3B","2",-6,1,7,3,3,38,20000,"the women shampoo was in a pink bottle and for all hair types and the men shampoo was for all hair types as well but was much lower in price",NA
"3B","1",4,4,4,5,5,58,2000,"25 ounces, women’s was $13.99, men’s was $9.99, women’s in pastel floral container, men’s said for all hair types",NA
"3B","3",0,2.625,5,1,1,36,55000,"Women's shampoo: meant to cleanse and revitalize all hair types. $13.99 Men's shampoo: meant to cleanse and invigorate all hair types. $9.99","None"
"3B","2",-2,2.75,7,4.99,4.99,61,103000,"it had a pink floral design",NA
"3B","2",-2,2,6,3,2,34,20000,"The womens' shampoo had pink and pastel colors and floral patterns, and the mens' did not. The womens' shampoo costs significantly more than the mens'.",NA
"3B","3",-2,2,6,3,1,40,2500,"The womens shampoo was pastel pink and had floral designs and none of the mens shampoo had those. I forget exactly the words they used- I think womens was to clean and refresh and mens was to clean and invigorate?",NA
"3B","2",-6,1,7,2,2,50,8400,"Both men's and women's were 25 oz and designed to clean all hair types.","No issues. Thank You!"
"3B","2",-2,1,7,2,2,76,2000,"The women's shampoo cost $13.99 for about 25 ounces and came in a pink and purple bottle designes to appeal to women. The men's shampo cost 9.99 for about 25 ounces, and was suitable for all types of hair. Its bottle color wasn't mentioned.","I shampoo my hair with the same castile soap I use to shower with. $8 for 32 ounces and completely natural. Works great!"
"3B","2",-4,2.375,1,3,2,30,11000,"womens was pink and pastel like girly and the mens was not.",NA
"3B","1",2,1.875,5,3,3,61,5500,"Women's shampoo made more claims regarding health and beauty of hair. Men's shampoo had just one claim.","No feedback, thanks."
"3B","2",-4,1,7,5,5,60,62000,"Pink with pastel flowers",NA
"3B","1",4,7,7,10,7,41,27000,"Invigorating shampoo for men and revitalizing shampoo for women",NA
"3B","1",4,1.25,5,2,2,57,1200,"Women's:  13.99, pastel/floral package, cleans and revitalizes,
Men's:  9.99, cleans and invigorates,",NA
"3B","2",-4,1,7,5,5,23,3000,"the women's shampoo was for all hair types, exactly like the men's shampoo. it was packaged in a feminine way to appeal to women.",NA
"3B","1",3,6,6,3,2,52,2500,"This shampoo is specially formulated to cleanse and revitalize all hair type",NA
"3B","1",4,2.5,6,5,5,41,2800,"Both shampoos are the same size. The women's shampoo is $13.99 and the men's is $9.99. Both state that they are formulated for all hair types. The women's bottle is pastel pink and floral and the men's is not.","I realize that the shampoos are probably very similar and I would be paying $4 more for the women's, but I'm a sucker for a cute looking product. Therefore if it's pink and floral and pretty, I'm still going to buy it!"
"3B","1",5,5.25,2,5,2,36,1000,"The women's shampoo has floral and pink designs while the men's shampoo does not have these colors.",NA
"3B","3",0,2.5,6,2,2,71,7000,"The women's shampoo was in a package of feminine design and color.  The men's shampoo packaging was not described specifically but was not the same as the women's.  The women's shampoo was more expensive with no indication that it's performance and quality were different from the men's
",NA
"3B","1",5,1.375,1,12,5,30,2000,"The women’s shampoo was $13.99 and the men’s shampoo was $6.99. The women’s shampoo came in a floral and distinctive packaging and color.",NA
"3B","2",-6,4.5,6,350,350,55,150,"Both shampoos were or said to be for hair care but the difference in the description was that the one for women said to revitalize and the one for men said something like to tone. I think the sales strategy emphasizes the use of words, but they really mean the same thing. Women are prone to fall into that marketing game because we are the ones who shop more at the supermarket.",NA
"3B","2",-3,1,4,0.5,0.4,36,350,"That they revitalize and invigorate hair",NA
"3B","2",-2,3.5,7,6,6,61,3000,"The products are shampoos.  One for female 25 fluid ounce and one for male, also 25 fluid ounce while the women's shampoo cost more and has a pink colored feature to appeal to female aesthetics",NA
"3B","1",4,5.125,7,5,5,50,10000,"The shampoo advertised that it would cleanse and nourish the hair.",NA
"3B","1",3,2.625,5,5,5,30,14000,"The women's shampoo had aesthetic appeal with pink colors. the men's shampoo didn't.",NA
"3C","2",-6,1,6,5,5,28,50000,"the womens shampoo had nourishing ingredients like aloe and other proteins to help with hair health and focused on hair cleansing
mens shampoo had no other ingredients and focused on hair cleansing and scalp cleansing",NA
"3C","1",4,2,4,3,2,40,2100,"The woman's shampoo was $14.99 vs. the men's shampoo being 10.99 because the women's shampoo had extra ingredients, such as vitamin E, that was more nourishing for hair.",NA
