StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_yn,attention_check,women_price,women_unit,men_price,men_unit,women_price,women_unit,men_price,men_unit,women_price,women_unit,men_price,men_unit,women_price,women_unit,men_price,men_unit,women_price,women_unit,men_price,men_unit,women_price,women_unit,men_price,men_unit,women_price,women_unit,men_price,men_unit,bi_binary,bi_women_1,bi_men_1,price_fairness_1,price_fairness_2,price_fairness_3,price_fairness_4,price_fairness_5,price_fairness_6,price_fairness_7,price_fairness_8,similarity_1,prosociality_1,prosociality_2,value_alignment_1,value_alignment_2,gender_equality_1,gender_equality_2,gender_equality_3,gender_equality_4,price_sensitivity_1,price_sensitivity_2,price_sensitivity_3,price_sensitivity_4,mc_price,mc_justification,ce_control_women,ce_control_men,ce_pt_women,ce_pt_men,age,income,feedback,PROLIFIC_PID,STUDY_ID,SESSION_ID,MainCondition
2025/8/10 10:04,2025/8/10 10:08,0,24.26.133.181,100,228,1,2025/8/10 10:08,R_7eWNUEXbPowbQzH,,,,,39.7933,-84.218,anonymous,EN,1,2,13.99,0.56,13.99,0.56,,,,,,,,,,,,,,,,,,,,,,,,,1,5,3,6,6,6,6,2,2,2,2,7,4,4,4,4,7,1,7,1,7,1,1,7,3,Made for all hair types.,1.5,1.5,,,45,5000,,66d679c95cd74b019802b884,6898afff2227f134df1188ea,6898c2d580d5b8a130da1da7,1
2025/8/10 10:03,2025/8/10 10:08,0,136.62.223.48,100,325,1,2025/8/10 10:08,R_1nUxTeWKJEGNjQx,,,,,30.2971,-97.8181,anonymous,EN,1,2,$13.99 ,0.56,$13.99 ,0.56,,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,5,5,4,5,2,2,4,2,6,5,5,4,4,7,3,7,7,3,6,6,3,3,"hair care, cleansing...",4.99,4.99,,,63,12000,,60fdbb289d3a6f27ebd32f67,6898afff2227f134df1188ea,6898c2aabc54d72d24db619a,1
2025/8/10 10:03,2025/8/10 10:08,0,67.83.188.107,100,280,1,2025/8/10 10:08,R_1o7M1udgrnqFqhY,,,,,40.6704,-73.6981,anonymous,EN,1,2,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,1,6,1,3,2,2,2,6,6,6,6,5,7,4,6,4,6,5,2,2,6,2,4,6,1,The women's will make revitalize your hair and the men's will invigorate your hair.,,,4,4,59,6500,,6606cca5b64c5bf8584b280f,6898afff2227f134df1188ea,6898c2db642fb02c8620daf0,3B
2025/8/10 9:53,2025/8/10 10:08,0,223.29.157.79,100,904,1,2025/8/10 10:08,R_1HqsPQTOKVaY0LB,,,,,37.751,-97.822,anonymous,EN,1,2,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,,,,,1,5,4,5,5,5,5,3,3,3,3,4,4,4,5,4,4,4,5,4,7,4,4,4,1,The product price of women's and men's shampoo were 13.99 each. The women's shampoo unit price was 0.56 per ounce while men's shampoo unit price was 0.35 per ounce.,,,9,7.5,21,2920,,67c5b74f030c4c0f815f717d,6898afff2227f134df1188ea,6898c06f50851f4cb4fbadab,2
2025/8/10 10:00,2025/8/10 10:08,0,172.59.217.165,100,483,1,2025/8/10 10:08,R_7mN79FPHl13pLfH,,,,,35.2227,-80.7938,anonymous,EN,1,2,,,,,$13.99 ,$0.56 ,$13.99 ,$0.40 ,,,,,,,,,,,,,,,,,,,,,2,2,4,1,1,1,1,1,1,5,1,6,3,6,4,4,7,4,6,6,7,2,4,7,1,Women's shampoo was revitalizing and refreshing. Men's shampoo was invigorating ,,,1,1,32,1600,"I thought this is a really good, simple study that didn't show a lot of bias or unnecessary complexity. It was very straightforward and I enjoyed it",667cb1323a8c88dd0b22bef9,6898afff2227f134df1188ea,6898c2194e6c6cedcf995456,2
2025/8/10 10:00,2025/8/10 10:09,0,24.99.10.53,100,527,1,2025/8/10 10:09,R_67Mh1jBJwX6RtpT,,,,,34.0344,-84.6002,anonymous,EN,1,2,,,,,,,,,,,,,$13.99 ,$0.56 ,$13.99 ,$0.40 ,,,,,,,,,,,,,3,1,1,1,1,1,1,7,7,7,7,7,7,1,1,5,7,7,7,7,7,1,4,7,1,Both the men's and women's shampoo had the same quailty but the packaging was different. The women's packaging was pink and pastel colors. The men's was plain packaging.,,,6,6,49,65000,none,6649f9d8ed4a6b0016a608d7,6898afff2227f134df1188ea,6898c209851c4f36173e4d30,3B
2025/8/10 10:02,2025/8/10 10:09,0,174.175.213.197,100,410,1,2025/8/10 10:09,R_62zUhRwgaANDRnD,,,,,40.296,-75.9894,anonymous,EN,1,2,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,3,2,2,1,1,1,1,7,7,7,5,6,1,1,1,1,7,4,3,3,7,1,2,7,1,Not much was said. I remember it stressed cleanliness. ,,,2,2,70,2200,,62b341383dad27265a7a75cb,6898afff2227f134df1188ea,6898c285a00eba2e7e20ca91,3A
2025/8/10 10:05,2025/8/10 10:09,0,73.25.92.69,100,232,1,2025/8/10 10:09,R_6fnl4Qmgd6Qp2iR,,,,,45.5153,-122.5523,anonymous,EN,1,2,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,,,,,1,4,2,4,4,4,5,3,3,2,5,3,4,4,5,5,7,7,7,4,6,2,3,6,1,the woman's shampoo cleans and revitalizes. men's shampoo cleans and also something else,,,5,4,29,100,,605fbc12c61d8d10250f6e51,6898afff2227f134df1188ea,6898c33b7ccd4d0c89a8c533,2
2025/8/10 9:42,2025/8/10 10:09,0,66.190.167.58,100,1589,1,2025/8/10 10:09,R_36euTnUnmxqxebT,,,,,33.5815,-85.0803,anonymous,EN,1,2,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,,,,,1,6,4,5,7,6,6,1,1,1,1,4,6,4,5,6,6,6,6,2,5,4,6,7,1,"Women’s shampoo: Specially formulated to cleanse and revitalize all hair types.
Men’s shampoo: Designed to cleanse and invigorate all types of hair.",,,3,2.5,23,1200,n/a,67ac040a6ce6b5d96793ffb8,6898afff2227f134df1188ea,6898bdeff3a53e072b82fe76,2
2025/8/10 9:58,2025/8/10 10:09,0,73.35.122.235,100,631,1,2025/8/10 10:09,R_6qJhBPR894n8BcB,,,,,29.8237,-81.3241,anonymous,EN,1,2,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,1,7,1,3,3,3,2,5,5,6,6,7,5,5,4,4,7,7,7,7,7,1,3,5,1,"This shampoo is specially formulated to cleanse and revitalize all hair types- women
This shampoo is designed to cleanse and invigorate all hair types.-men",,,2,2,60,2400,,669036d23349747de1e78aba,6898afff2227f134df1188ea,6898c0f66e3bfe099d1ffa2d,3C
2025/8/10 9:59,2025/8/10 10:09,0,68.81.62.210,100,608,1,2025/8/10 10:09,R_5N5iUxYs05lMlEg,,,,,39.6293,-75.6583,anonymous,EN,1,2,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,,,,,2,4,7,4,3,3,3,5,5,5,5,7,7,3,5,5,5,7,2,5,7,3,2,4,1,Both of the shampoos were for all different hair types. Unit price for womens shampoo was .56/ounce and for the mens shampoo it was .40/ounce. They both retailed at 13.99,,,3,2.6,29,3358,,66c1c5cb4b460dacc8290b9e,6898afff2227f134df1188ea,6898c1cf3fc59873e810bfe4,2
2025/8/10 10:00,2025/8/10 10:09,0,68.190.144.233,100,519,1,2025/8/10 10:09,R_7j6GxRNpNTS7WT2,,,,,43.0757,-89.203,anonymous,EN,1,2,13.99,0.56,13.99,0.56,,,,,,,,,,,,,,,,,,,,,,,,,1,6,2,3,3,3,3,6,6,5,6,2,4,4,4,4,7,4,5,4,6,4,2,6,3,It was for all hair types and could either revitalize or invigorate based on the gender it was sold for. Price was a bit too high,2,2,,,49,4500,Interesting topic,677bcb212ebc1d6360f23fe6,6898afff2227f134df1188ea,6898c21001b409357941577c,1
2025/8/10 10:02,2025/8/10 10:09,0,172.56.17.107,100,436,1,2025/8/10 10:09,R_1IZ5jKPbd2qhFXO,,,,,41.804,-87.707,anonymous,EN,1,2,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,7,4,6,1,4,4,1,Cleansing,,,5,5,49,100000,,66b8c6b9dbdf0d123416bc38,6898afff2227f134df1188ea,6898c27b289ea126c51165c3,3C
2025/8/10 10:03,2025/8/10 10:09,0,172.59.225.42,100,352,1,2025/8/10 10:09,R_5gRFVMts87hhdUq,,,,,39.696,-105.0346,anonymous,EN,1,2,,,,,,,,,,,,,13.99,56,13.99,0.4,,,,,,,,,,,,,2,5,6,1,1,1,1,7,7,7,7,7,1,7,4,4,7,7,7,7,7,1,1,7,1,Good shampoo for all types of hair,,,2,2,38,3600,Thanks ,5f21dc69e337a642249401af,6898afff2227f134df1188ea,6898c0f26a7c241037f53f7b,3B
2025/8/10 10:01,2025/8/10 10:09,0,172.59.192.105,100,525,1,2025/8/10 10:09,R_1nCA6on6dKsyFA5,,,,,32.8242,-96.7507,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,13.98,0.056,13.99,0.04,3,1,1,1,1,1,1,7,7,7,7,1,4,1,1,1,7,5,7,7,7,1,1,7,2,They were the same price but the men’s shampoo had more ounces in the bottle ,,,12,12,50,1200,None,612fd3208d3decaf3ec80bcc,6898afff2227f134df1188ea,6898c238556a269f659cc537,3E
2025/8/10 10:04,2025/8/10 10:09,0,138.207.179.162,100,299,1,2025/8/10 10:09,R_1FlfdQIAUvTEJPU,,,,,38.9807,-76.3144,anonymous,EN,1,2,,,,,,,,,,,,,,,,,13.99,0.4,13.99,0.4,,,,,,,,,3,1,2,4,4,4,5,4,4,3,5,6,2,1,2,2,7,7,7,7,6,4,3,6,3,The women's shampoo advertised that it was good for all hair types and would cleanse and revitalize hair and spoke of vitamins and minerals in the formula. The men's shampoo had a similar advertisement except it said it would cleanse and invigorate (or something like that) and focused more on scalp care than hair. ,,,1,0.75,23,100,I missed the price difference with the unit size because I didn't look at the size of the bottle. ,6789e1a3eff7f8164222fdf1,6898afff2227f134df1188ea,6898c31ef47db4cb3cbd71a4,3C
2025/8/10 10:03,2025/8/10 10:10,0,216.193.129.167,100,421,1,2025/8/10 10:10,R_1K1NBVO7Z0RRwvZ,,,,,42.1293,-72.7522,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,3,1,1,1,1,1,1,7,7,7,7,5,1,1,1,1,7,7,7,7,7,1,1,7,1,"Both products were designed for all hair types and cost $13.99 per bottle. The women's shampoo was scented, the men's was likely unscented.",,,1,1,46,2000,,55a55bd7fdf99b790558627c,6898afff2227f134df1188ea,6898c2afd8a57fc702105bb2,3D
2025/8/10 10:02,2025/8/10 10:10,0,63.125.135.38,100,478,1,2025/8/10 10:10,R_1qkEJJsWLDJZqx5,,,,,39.363,-74.4324,anonymous,EN,1,2,,,,,$13.99 ,$0.56 ,$13.99 ,$0.40 ,,,,,,,,,,,,,,,,,,,,,1,6,1,6,6,7,7,1,1,1,1,2,5,4,5,5,7,2,7,4,5,7,7,1,1,The women's shampoo was made for all types of hair it worked well in all types of hair it was 13.99 for the entire bottle and 56 cents per ounce.  The men's shampoo also work in all types of hair and was 1399 a bottle and 40 cents,,,5,4,57,7500,,63b78e4b32852d98febe4116,6898afff2227f134df1188ea,6898c285ebd5c1199170689a,2
2025/8/10 9:59,2025/8/10 10:10,0,68.193.194.199,100,646,1,2025/8/10 10:10,R_6qefMlJ93vZnGne,,,,,40.9105,-74.1233,anonymous,EN,1,2,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,1,6,3,6,6,6,6,2,2,2,2,4,6,6,6,6,6,6,6,4,6,3,5,5,1,The article is about women and men’s shampoo. It included the price and other detail information.,,,5,5,63,85000,,6510b799ca6f903d2d4c2d2c,6898afff2227f134df1188ea,6898c1eefb8e7d8c857e1a14,3C
2025/8/10 10:06,2025/8/10 10:10,0,47.12.209.186,100,237,1,2025/8/10 10:10,R_7oHLQPKI6OYNTOx,,,,,44.6615,-90.179,anonymous,EN,1,2,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,,,,,1,5,2,6,6,6,6,2,2,2,2,6,6,5,3,3,6,2,2,5,7,3,1,2,1,Both descriptions said the shampoo was good for all types of hair.,,,3,3,51,3500,,67b9d746fcdac8285c79cb7e,6898afff2227f134df1188ea,6898c3872a6d1fa3a624fd68,2
2025/8/10 9:55,2025/8/10 10:10,0,173.88.52.6,100,899,1,2025/8/10 10:10,R_3GwCSOwi9XqT7Ab,,,,,39.9508,-82.9329,anonymous,EN,1,2,13.99,0.56,13.99,0.56,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,1,4,2,4,6,4,4,4,7,4,4,1,1,1,7,1,1,7,1,1,7,3,Women's and Men's Shampoo 25 oz for $13.99 ($.56 per oz). For all hair types.,1,1,,,48,0,,6561435b409147a77be889dd,6898afff2227f134df1188ea,6898c1029ba63b85a7e6496b,1
2025/8/10 10:05,2025/8/10 10:10,0,149.76.179.2,100,296,1,2025/8/10 10:10,R_6DhoN9oSef8wwNj,,,,,37.9475,-91.7636,anonymous,EN,1,2,,,,,$13.99 ,0.56,13.99,0.4,,,,,,,,,,,,,,,,,,,,,2,1,7,4,4,4,4,6,6,6,6,4,4,4,4,4,1,7,7,7,5,2,2,2,1,I dont reacall other then one was designated for men & women prices were the same but per ounce price varied ,,,6,6,77,41000,,65fcc84e70796a69373bcd0e,6898afff2227f134df1188ea,6898c35ea84459d6bc8ad210,2
2025/8/10 10:01,2025/8/10 10:10,0,172.59.24.126,100,577,1,2025/8/10 10:10,R_7Clu9Ysgw8w4Pol,,,,,41.3847,-81.7982,anonymous,EN,1,2,,,,,,,,,,,,,$13.99 ,$0.56 ,$13.99 ,$0.40 ,,,,,,,,,,,,,1,5,5,5,4,4,4,4,4,5,2,4,4,4,3,3,7,6,5,7,7,6,6,5,1,"Clean, refreshing",,,7,7,57,35000,,670ecd98917f791d7bb1dd70,6898afff2227f134df1188ea,6898c2424851f729a7f92485,3B
2025/8/10 9:41,2025/8/10 10:11,0,67.247.51.95,100,1786,1,2025/8/10 10:11,R_1MG8yVkBKvwEwjN,,,,,40.6955,-73.9667,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,A women's shampoo at 14.,.56 per hounce,"13,99",0.4,3,4,4,3,3,3,4,4,4,4,5,3,4,4,5,5,7,2,4,4,6,4,4,5,1,It was a woman's shampoo and how we thought it woud work,,,10,7,43,5500,I hope I was helpful.  I thought this and enjoyed the process.,66a831d910e0a2b141015591,6898afff2227f134df1188ea,6898bd8f396e2930e1d0bc4b,3E
2025/8/10 9:59,2025/8/10 10:11,0,74.195.46.112,100,707,1,2025/8/10 10:11,R_6uU9edK1PAX2HT7,,,,,32.7441,-100.9228,anonymous,EN,1,2,13.99,0.56,13.99,0.56,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,1,1,1,4,7,7,7,7,7,5,5,7,7,7,7,7,7,7,1,1,1,3,"Woman's shampoo $13.99 ($0.56/ per ounce) This shampoo cleanses and revitalizes all hair types.

Men's shampoo $13.99 ($0.56/ounce) This shampoo cleanses and rejuvinates  all hair types.",2.65,2.65,,,45,1500,,6737e1bf889b60aa5f9ec0be,6898afff2227f134df1188ea,6898c12853f924f71ad372db,1
2025/8/10 10:07,2025/8/10 10:11,0,207.104.41.13,100,240,1,2025/8/10 10:11,R_1j2GUwnI6AUZjq3,,,,,26.2472,-80.2045,anonymous,EN,1,2,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,1,4,4,6,6,6,6,4,4,4,4,5,6,5,6,5,6,6,6,6,7,4,4,7,1,The woman’s was a shampoo and they had a pink package. The men’s was a basic shampoo.  ,,,8.99,8.5,58,1500,,6692b332b77c02cc9bb9720e,6898afff2227f134df1188ea,6898c3aa54fb8a8ae9494dd9,3B
2025/8/10 9:59,2025/8/10 10:11,0,172.58.131.246,100,689,1,2025/8/10 10:11,R_6QyBII3QTkz66SP,,,,,28.5788,-81.4396,anonymous,EN,1,2,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,1,5,4,5,5,5,5,2,2,2,2,4,4,4,4,4,4,4,4,3,4,4,4,4,2,Both the products had the same price but different ounces,,,6,6,28,50000,The study was interesting,67155947b83a6aee15acbc0d,6898afff2227f134df1188ea,6898c1e9d8b221a8cb319ffd,3A
2025/8/10 9:58,2025/8/10 10:11,0,98.196.218.221,100,801,1,2025/8/10 10:11,R_3ijm0uzcOMYUq2J,,,,,29.6889,-95.3071,anonymous,EN,1,2,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,,,,,2,5,7,2,2,2,2,6,6,6,7,6,5,6,6,5,7,4,7,7,7,5,6,7,1,Not much but the price really. Both had the same price but the men's shampoo was 10 oz more ,,,2.7,1.9,54,4000,,6510a9a8c2b97bc048bfa64f,6898afff2227f134df1188ea,6898c15babe0304705f46f29,2
2025/8/10 10:03,2025/8/10 10:11,0,73.211.186.36,100,476,1,2025/8/10 10:11,R_38NoL1mvPtPZKwN,,,,,40.6161,-89.4635,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,1,5,3,3,2,2,3,4,6,6,6,6,6,3,6,3,7,7,7,6,7,2,3,6,1,Cleanses and invigorates,,,2,2.2,21,2400,,677154f7f2518ea087b747ed,6898afff2227f134df1188ea,6898c2ccbf69f06ad03bcc97,3E
2025/8/10 10:00,2025/8/10 10:11,0,172.59.124.12,100,680,1,2025/8/10 10:11,R_7MMJUrLFywWlDNv,,,,,35.4662,-97.5168,anonymous,EN,1,2,13.99,0.56,"13,99",0.56,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,7,7,7,7,1,1,1,1,4,7,7,7,7,3,5,5,5,7,6,4,6,3,The woman's was just a basic description with nothing special listed but the men's told how it would make the hair look fuller.,1.25,1.25,,,59,5750,,5ee91a822825f9171d2b74f5,6898afff2227f134df1188ea,6898c202dee070505594fa34,1
2025/8/10 10:03,2025/8/10 10:11,0,73.187.5.200,100,523,1,2025/8/10 10:11,R_688OFfrLGKoddsZ,,,,,40.1778,-77.2328,anonymous,EN,1,2,13.99,0.56,13.99,0.56,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,3,2,2,2,6,6,5,6,3,4,4,2,2,5,1,2,1,6,2,3,6,3,The women's shampoo was for clarifying. The men's shampoo was for all hair types.,3,3,,,43,5500,,60838e2e91a6300001f9ac89,6898afff2227f134df1188ea,6898c29c827d21d9b1c955ea,1
2025/8/10 10:04,2025/8/10 10:12,0,47.39.165.246,100,484,1,2025/8/10 10:12,R_6pXNrxBhSFAnpQG,,,,,34.3543,-83.8898,anonymous,EN,1,2,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,,,,,2,3,6,1,3,1,1,4,7,7,7,7,7,7,1,7,7,7,4,7,7,5,2,7,1,I recall that the shampoo's both achieve the same result and that the men's shampoo is significantly cheaper than the women's shampoo. They both do the same thing. ,,,4,4,54,80000,I'm going to look at shampoo prices a little closer that's for sure! ,665e2a663d5f03f9bcab8c6d,6898afff2227f134df1188ea,6898c2ea39b629b855d9e671,2
2025/8/10 10:05,2025/8/10 10:12,0,50.5.12.222,100,400,1,2025/8/10 10:12,R_3Q6Sqsg2hvkRfTb,,,,,39.1753,-84.2944,anonymous,EN,1,2,,,,,,,,,$13.99 ,$0.56 ,$13.99 ,$0.40 ,,,,,,,,,,,,,,,,,2,4,4,1,1,1,1,6,7,6,6,5,5,5,2,5,7,4,5,3,6,2,3,5,1,"The women’s had a special artsy label, the men’s did not. The men’s shampoo was $0.40 per ounce, the women’s $0.56. Both were good for all types of hair. ",,,2.2,2,59,1600,"You used numbers 1-7 but didn’t indicate which was which, ie, 1 is agree totally or don’t agree at all. I went with 1 is not agreeing at all. ",67ec5e92e1e12ecc7269d3b8,6898afff2227f134df1188ea,6898c3468f0b872d15cc365f,3A
2025/8/10 10:04,2025/8/10 10:12,0,129.222.79.157,100,498,1,2025/8/10 10:12,R_19N9YKlYDw79wOd,,,,,32.7797,-96.8022,anonymous,EN,1,2,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,2,5,4,1,1,1,4,6,6,4,7,7,4,4,1,4,6,5,4,4,5,1,1,7,1,The women's shampoo was in a pastel pink and floral bottle. I don't think the men's was mentioned.,,,5,3,33,6000,,640173b6a7a4cbb9e978ed7f,6898afff2227f134df1188ea,6898c2eb2b792d8681b48a57,3B
2025/8/10 10:05,2025/8/10 10:12,0,174.103.200.172,100,451,1,2025/8/10 10:12,R_1EgtxwFdsXwbHpf,,,,,44.4965,-87.9266,anonymous,EN,1,2,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,1,3,1,1,1,1,1,1,7,6,7,5,4,4,4,4,7,7,7,7,7,1,5,7,1,It really didn't say much. These shampoos really are nothing I'd buy. I prefer organic eco friendly plant based shampoo.,,,1.5,1.5,52,2400,Interesting.  I would still support a womens shampoo if they are stating its womens and mens versions. However this one didn't look clean or ecofriendly.,66c4f3cb14cbfc4db836bd4e,6898afff2227f134df1188ea,6898c32860c1923a43f87511,3B
2025/8/10 10:04,2025/8/10 10:12,0,99.42.146.217,100,509,1,2025/8/10 10:12,R_1MDL8ilxmeu533Y,,,,,30.0794,-90.4919,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,13.99,0.56,13,0.4,,,,,1,6,2,4,4,4,4,4,4,4,4,5,6,2,5,3,6,5,6,6,7,2,5,6,1,"women's 13.99 and 0.56 ounce price floral smell
men's 13.99 and 0.40 ounce price.",,,4,4,49,1400,,662a632c1ccb4f512d5d5b9c,6898afff2227f134df1188ea,6898c2f81a7dc04164badc99,3D
2025/8/10 9:53,2025/8/10 10:12,0,174.246.131.190,100,1182,1,2025/8/10 10:12,R_7KI11zKkk6KHzJP,,,,,32.8131,-96.8141,anonymous,EN,1,2,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,2,4,6,6,5,6,5,3,3,2,3,4,5,5,3,5,4,6,4,5,6,3,3,3,1,"The women's had feminine colors, I think lilac or purple maybe, or thats what I imagined. It was less oz but same price which made its per oz price be more which is typical. I do think there should definitely be gender nuetral brands, where the focus is on the specific fragrance and not who its used on. However,  men and women are made up chemically different and smell different and need treated different. And we are subconscious consumers, we like the guidance of branding. ",,,2.3,1.9,33,3500,"There was some info missing on the spectrum questions. Im on mobile. I flipped my phone on some and could see what I was selecting, but some I could not. ",6744ff1dc9f374a840629259,6898afff2227f134df1188ea,6898c056caaf404958ddb366,3B
2025/8/10 9:59,2025/8/10 10:12,0,75.65.206.80,100,823,1,2025/8/10 10:12,R_31hnQdg3dFZrR75,,,,,32.5317,-92.1768,anonymous,EN,1,2,,,,,,,,,,,,,,,,,$13.99 ,$0.56 ,$13.99 ,$0.40 ,,,,,,,,,1,7,4,6,6,6,6,3,3,2,1,4,4,4,4,4,4,4,5,3,7,6,4,3,1,cleanses and hydrating,,,2.8,2.8,46,3000,I enjoy this survey!,6660adc22e2da801df89f508,6898afff2227f134df1188ea,6898c1bf1d44a981f626aee5,3C
2025/8/10 10:07,2025/8/10 10:13,0,67.253.201.215,100,363,1,2025/8/10 10:13,R_1ltSASulooBFPXq,,,,,43.2123,-77.43,anonymous,EN,1,2,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,3,1,1,2,4,2,2,6,4,6,6,6,3,3,4,4,2,4,4,4,5,6,5,3,1,mens and womens shampoos with similar descriptions but different pricing (per oz),,,3,3,64,10000,none,62c97a70d02df972bdfc2718,6898afff2227f134df1188ea,6898c3b04371f32c77d49ce0,3C
2025/8/10 10:08,2025/8/10 10:13,0,73.190.230.21,100,298,1,2025/8/10 10:13,R_3noYHgvkTegEKp8,,,,,33.314,-82.0968,anonymous,EN,1,2,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,2,2,7,1,1,1,1,1,7,7,7,7,1,1,1,2,7,7,7,7,7,1,1,7,1,"only remember that it was the exact same product with the same ingredients, one was labeled for woman one for men ",,,2.5,2.5,49,2800,,666cd244c4e9f0b3a060c2c7,6898afff2227f134df1188ea,6898c3e2b5e8b26dd057cbb0,3A
2025/8/10 9:59,2025/8/10 10:13,0,73.67.246.169,100,849,1,2025/8/10 10:13,R_6JRb8mGFaIqtqNj,,,,,45.5073,-122.6929,anonymous,EN,1,2,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,1,5,4,4,4,3,4,3,3,3,2,5,4,4,4,4,3,3,3,3,5,6,5,2,1,"wait, I might have got the previous question wrong. Unit is the entire bottle? or cost per ounce? The bottles were the same price, $13.99 but the women's bottle was smaller: .54/6 vs .40 ",,,7,5,54,6000,"I have the understanding that the ""woman's tax"" on products is often due to packaging and marketing: think about the number of ads about women's products versus men's. Women require more marketing for personal products. Men grab something, maybe smell it, and go. (But maybe that is changing.)",66ca51eb7f2e1b60142e8531,6898afff2227f134df1188ea,6898c1cc52a6532395a16003,3B
2025/8/10 10:02,2025/8/10 10:13,0,172.56.75.189,100,677,1,2025/8/10 10:13,R_6BncDmnY0tJjHq1,,,,,28.4998,-81.3288,anonymous,EN,1,2,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,,,,,3,1,1,1,1,1,1,7,7,7,7,4,4,4,1,1,7,4,4,4,7,7,1,7,1,"They were both the same price per bottle, 13.99 but the men's shampoo was a larger bottle. Women's cost per ounce was .56 and men's.40. ",,,4,4,65,2400,I'm doing this survey on my phone and some of the questions labels were not visible. ,66f4c07596eeff3662fa6178,6898afff2227f134df1188ea,6898c274ea4f3b9f10dac731,2
2025/8/10 10:05,2025/8/10 10:13,0,71.81.214.96,100,476,1,2025/8/10 10:13,R_1jSQr1iyXGoaDx2,,,,,35.6355,-82.5645,anonymous,EN,1,2,13.99,0.56,13.99,0.56,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,5,5,4,4,5,4,6,6,6,5,5,5,6,7,7,7,7,6,7,6,5,3,I remember the descriptions of the male and female shampoo to be different but it was not memorable.,8.99,8.99,,,52,4500,,643b56c128bc9da4d485324e,6898afff2227f134df1188ea,6898c339a0f6e3eb93c21b8c,1
2025/8/10 10:06,2025/8/10 10:13,0,172.56.210.172,100,400,1,2025/8/10 10:13,R_1Uiv0ftB86gWJ0R,,,,,36.122,-115.086,anonymous,EN,1,2,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,,,,,2,2,5,3,3,3,4,3,2,2,2,4,4,4,3,4,6,2,5,2,6,5,5,5,1,"Women’s shampoo, $13.99 per unit, 0.56/ounce",,,1.5,1.2,43,9600,,66a008f3721acc717ffd1616,6898afff2227f134df1188ea,6898c3964933e5d5f6d81e40,2
2025/8/10 10:10,2025/8/10 10:13,0,174.27.177.158,100,230,1,2025/8/10 10:13,R_6KJSiUKKR2jybzr,,,,,43.6502,-116.4343,anonymous,EN,1,2,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,1,5,2,3,3,3,3,5,5,6,6,5,4,4,4,4,7,4,5,6,7,4,5,4,1,they were both made to revitalize all hair types but the woman’s shampoo had ingredients like aloe to soothe female specific hair ,,,3,2.5,23,55000,,60fcd35b87f5e52100483eef,6898afff2227f134df1188ea,6898c4525940ea48630bba00,3C
